trip_id,route_id,service_id,trip_headsign,direction_id
T_M1_76,R_M1,S_FERIALE,De Angeli,0
T_M1_77,R_M1,S_FERIALE,Duomo,1
T_M1_78,R_M1,S_FERIALE,De Angeli,0
T_M1_79,R_M1,S_FERIALE,Duomo,1
T_M1_80,R_M1,S_FERIALE,De Angeli,0
T_M1_81,R_M1,S_FERIALE,Duomo,1
T_M1_82,R_M1,S_FERIALE,De Angeli,0
T_M1_83,R_M1,S_FERIALE,Duomo,1
T_M1_84,R_M1,S_FERIALE,De Angeli,0
T_M1_85,R_M1,S_FERIALE,Duomo,1
T_M1_86,R_M1,S_FERIALE,De Angeli,0
T_M1_87,R_M1,S_FERIALE,Duomo,1
T_M1_88,R_M1,S_FERIALE,De Angeli,0
T_M1_89,R_M1,S_FERIALE,Duomo,1
T_M1_90,R_M1,S_FERIALE,De Angeli,0
T_M1_91,R_M1,S_FERIALE,Duomo,1
T_M1_92,R_M1,S_FERIALE,De Angeli,0
T_M1_93,R_M1,S_FERIALE,Duomo,1
T_M1_94,R_M1,S_FERIALE,De Angeli,0
T_M1_95,R_M1,S_FERIALE,Duomo,1
T_M1_96,R_M1,S_FERIALE,De Angeli,0
T_M1_97,R_M1,S_FERIALE,Duomo,1
T_M1_98,R_M1,S_FERIALE,De Angeli,0
T_M1_99,R_M1,S_FERIALE,Duomo,1
T_M1_100,R_M1,S_FERIALE,De Angeli,0
T_M1_101,R_M1,S_FERIALE,Duomo,1
T_M1_102,R_M1,S_FERIALE,De Angeli,0
T_M1_103,R_M1,S_FERIALE,Duomo,1
T_M1_104,R_M1,S_FERIALE,De Angeli,0
T_M1_105,R_M1,S_FERIALE,Duomo,1
T_M1_106,R_M1,S_FERIALE,De Angeli,0
T_M1_107,R_M1,S_FERIALE,Duomo,1
T_M1_108,R_M1,S_FERIALE,De Angeli,0
T_M1_109,R_M1,S_FERIALE,Duomo,1
T_M1_110,R_M1,S_FERIALE,De Angeli,0
T_M1_111,R_M1,S_FERIALE,Duomo,1
T_M1_112,R_M1,S_FERIALE,De Angeli,0
T_M1_113,R_M1,S_FERIALE,Duomo,1
T_M1_114,R_M1,S_FERIALE,De Angeli,0
T_M1_115,R_M1,S_FERIALE,Duomo,1
T_M1_116,R_M1,S_FERIALE,De Angeli,0
T_M1_117,R_M1,S_FERIALE,Duomo,1
T_M1_118,R_M1,S_FERIALE,De Angeli,0
T_M1_119,R_M1,S_FERIALE,Duomo,1
T_M1_120,R_M1,S_FERIALE,De Angeli,0
T_M1_121,R_M1,S_FERIALE,Duomo,1
T_M1_122,R_M1,S_FERIALE,De Angeli,0
T_M1_123,R_M1,S_FERIALE,Duomo,1
T_M1_124,R_M1,S_FERIALE,De Angeli,0
T_M1_125,R_M1,S_FERIALE,Duomo,1
T_M1_126,R_M1,S_FERIALE,De Angeli,0
T_M1_127,R_M1,S_FERIALE,Duomo,1
T_M1_128,R_M1,S_FERIALE,De Angeli,0
T_M1_129,R_M1,S_FERIALE,Duomo,1
T_M1_130,R_M1,S_FERIALE,De Angeli,0
T_M1_131,R_M1,S_FERIALE,Duomo,1
T_M1_132,R_M1,S_FERIALE,De Angeli,0
T_M1_133,R_M1,S_FERIALE,Duomo,1
T_M1_134,R_M1,S_FERIALE,De Angeli,0
T_M1_135,R_M1,S_FERIALE,Duomo,1
T_M1_136,R_M1,S_FERIALE,De Angeli,0
T_M1_137,R_M1,S_FERIALE,Duomo,1
T_M1_138,R_M1,S_FERIALE,De Angeli,0
T_M1_139,R_M1,S_FERIALE,Duomo,1
T_M1_140,R_M1,S_FERIALE,De Angeli,0
T_M1_141,R_M1,S_FERIALE,Duomo,1
T_M1_142,R_M1,S_FERIALE,De Angeli,0
T_M1_143,R_M1,S_FERIALE,Duomo,1
T_M1_144,R_M1,S_FERIALE,De Angeli,0
T_M1_145,R_M1,S_FERIALE,Duomo,1
T_M1_146,R_M1,S_FERIALE,De Angeli,0
T_M1_147,R_M1,S_FERIALE,Duomo,1
T_M1_148,R_M1,S_FERIALE,De Angeli,0
T_M1_149,R_M1,S_FERIALE,Duomo,1
T_M1_150,R_M1,S_FERIALE,De Angeli,0
T_M1_151,R_M1,S_FERIALE,Duomo,1
T_M1_152,R_M1,S_FERIALE,De Angeli,0
T_M1_153,R_M1,S_FERIALE,Duomo,1
T_M1_154,R_M1,S_FERIALE,De Angeli,0
T_M1_155,R_M1,S_FERIALE,Duomo,1
T_M1_156,R_M1,S_FERIALE,De Angeli,0
T_M1_157,R_M1,S_FERIALE,Duomo,1
T_M1_158,R_M1,S_FERIALE,De Angeli,0
T_M1_159,R_M1,S_FERIALE,Duomo,1
T_M1_160,R_M1,S_FERIALE,De Angeli,0
T_M1_161,R_M1,S_FERIALE,Duomo,1
T_M1_162,R_M1,S_FERIALE,De Angeli,0
T_M1_163,R_M1,S_FERIALE,Duomo,1
T_M1_164,R_M1,S_FERIALE,De Angeli,0
T_M1_165,R_M1,S_FERIALE,Duomo,1
T_M1_166,R_M1,S_FERIALE,De Angeli,0
T_M1_167,R_M1,S_FERIALE,Duomo,1
T_M1_168,R_M1,S_FERIALE,De Angeli,0
T_M1_169,R_M1,S_FERIALE,Duomo,1
T_M1_170,R_M1,S_FERIALE,De Angeli,0
T_M1_171,R_M1,S_FERIALE,Duomo,1
T_M1_172,R_M1,S_FERIALE,De Angeli,0
T_M1_173,R_M1,S_FERIALE,Duomo,1
T_M1_174,R_M1,S_FERIALE,De Angeli,0
T_M1_175,R_M1,S_FERIALE,Duomo,1
T_M1_176,R_M1,S_FERIALE,De Angeli,0
T_M1_177,R_M1,S_FERIALE,Duomo,1
T_M1_178,R_M1,S_FERIALE,De Angeli,0
T_M1_179,R_M1,S_FERIALE,Duomo,1
T_M1_180,R_M1,S_FERIALE,De Angeli,0
T_M1_181,R_M1,S_FERIALE,Duomo,1
T_M1_182,R_M1,S_FERIALE,De Angeli,0
T_M1_183,R_M1,S_FERIALE,Duomo,1
T_M1_184,R_M1,S_FERIALE,De Angeli,0
T_M1_185,R_M1,S_FERIALE,Duomo,1
T_M1_186,R_M1,S_FERIALE,De Angeli,0
T_M1_187,R_M1,S_FERIALE,Duomo,1
T_M1_188,R_M1,S_FERIALE,De Angeli,0
T_M1_189,R_M1,S_FERIALE,Duomo,1
T_M1_190,R_M1,S_FERIALE,De Angeli,0
T_M1_191,R_M1,S_FERIALE,Duomo,1
T_M1_192,R_M1,S_FERIALE,De Angeli,0
T_M1_193,R_M1,S_FERIALE,Duomo,1
T_M1_194,R_M1,S_FERIALE,De Angeli,0
T_M1_195,R_M1,S_FERIALE,Duomo,1
T_M1_196,R_M1,S_FERIALE,De Angeli,0
T_M1_197,R_M1,S_FERIALE,Duomo,1
T_M1_198,R_M1,S_FERIALE,De Angeli,0
T_M1_199,R_M1,S_FERIALE,Duomo,1
T_M1_200,R_M1,S_FERIALE,De Angeli,0
T_M1_201,R_M1,S_FERIALE,Duomo,1
T_M1_202,R_M1,S_FERIALE,De Angeli,0
T_M1_203,R_M1,S_FERIALE,Duomo,1
T_M1_204,R_M1,S_FERIALE,De Angeli,0
T_M1_205,R_M1,S_FERIALE,Duomo,1
T_M1_206,R_M1,S_FERIALE,De Angeli,0
T_M1_207,R_M1,S_FERIALE,Duomo,1
T_M1_208,R_M1,S_FERIALE,De Angeli,0
T_M1_209,R_M1,S_FERIALE,Duomo,1
T_M1_210,R_M1,S_FERIALE,De Angeli,0
T_M1_211,R_M1,S_FERIALE,Duomo,1
T_M1_212,R_M1,S_FERIALE,De Angeli,0
T_M1_213,R_M1,S_FERIALE,Duomo,1
T_M1_214,R_M1,S_FERIALE,De Angeli,0
T_M1_215,R_M1,S_FERIALE,Duomo,1
T_M1_216,R_M1,S_FERIALE,De Angeli,0
T_M1_217,R_M1,S_FERIALE,Duomo,1
T_M1_218,R_M1,S_FERIALE,De Angeli,0
T_M1_219,R_M1,S_FERIALE,Duomo,1
T_M1_220,R_M1,S_FERIALE,De Angeli,0
T_M1_221,R_M1,S_FERIALE,Duomo,1
T_M1_222,R_M1,S_FERIALE,De Angeli,0
T_M1_223,R_M1,S_FERIALE,Duomo,1
T_M1_224,R_M1,S_FERIALE,De Angeli,0
T_M1_225,R_M1,S_FERIALE,Duomo,1
T_M1_226,R_M1,S_FERIALE,De Angeli,0
T_M1_227,R_M1,S_FERIALE,Duomo,1
T_M1_228,R_M1,S_FERIALE,De Angeli,0
T_M1_229,R_M1,S_FERIALE,Duomo,1
T_M1_230,R_M1,S_FERIALE,De Angeli,0
T_M1_231,R_M1,S_FERIALE,Duomo,1
T_M1_232,R_M1,S_FERIALE,De Angeli,0
T_M1_233,R_M1,S_FERIALE,Duomo,1
T_M1_234,R_M1,S_FERIALE,De Angeli,0
T_M1_235,R_M1,S_FERIALE,Duomo,1
T_M1_236,R_M1,S_FERIALE,De Angeli,0
T_M1_237,R_M1,S_FERIALE,Duomo,1
T_M1_238,R_M1,S_FERIALE,De Angeli,0
T_M1_239,R_M1,S_FERIALE,Duomo,1
T_M1_240,R_M1,S_FERIALE,De Angeli,0
T_M1_241,R_M1,S_FERIALE,Duomo,1
T_M1_242,R_M1,S_FERIALE,De Angeli,0
T_M1_243,R_M1,S_FERIALE,Duomo,1
T_M1_244,R_M1,S_FERIALE,De Angeli,0
T_M1_245,R_M1,S_FERIALE,Duomo,1
T_M1_246,R_M1,S_FERIALE,De Angeli,0
T_M1_247,R_M1,S_FERIALE,Duomo,1
T_M1_248,R_M1,S_FERIALE,De Angeli,0
T_M1_249,R_M1,S_FERIALE,Duomo,1
T_M1_250,R_M1,S_FERIALE,De Angeli,0
T_M1_251,R_M1,S_FERIALE,Duomo,1
T_M1_252,R_M1,S_FERIALE,De Angeli,0
T_M1_253,R_M1,S_FERIALE,Duomo,1
T_M1_254,R_M1,S_FERIALE,De Angeli,0
T_M1_255,R_M1,S_FERIALE,Duomo,1
T_M1_256,R_M1,S_FERIALE,De Angeli,0
T_M1_257,R_M1,S_FERIALE,Duomo,1
T_M1_258,R_M1,S_FERIALE,De Angeli,0
T_M1_259,R_M1,S_FERIALE,Duomo,1
T_M1_260,R_M1,S_FERIALE,De Angeli,0
T_M1_261,R_M1,S_FERIALE,Duomo,1
T_M1_262,R_M1,S_FERIALE,De Angeli,0
T_M1_263,R_M1,S_FERIALE,Duomo,1
T_M1_264,R_M1,S_FERIALE,De Angeli,0
T_M1_265,R_M1,S_FERIALE,Duomo,1
T_M1_266,R_M1,S_FERIALE,De Angeli,0
T_M1_267,R_M1,S_FERIALE,Duomo,1
T_M1_268,R_M1,S_FERIALE,De Angeli,0
T_M1_269,R_M1,S_FERIALE,Duomo,1
T_M1_270,R_M1,S_FERIALE,De Angeli,0
T_M1_271,R_M1,S_FERIALE,Duomo,1
T_M1_272,R_M1,S_FERIALE,De Angeli,0
T_M1_273,R_M1,S_FERIALE,Duomo,1
T_M1_274,R_M1,S_FERIALE,De Angeli,0
T_M1_275,R_M1,S_FERIALE,Duomo,1
T_M1_276,R_M1,S_FERIALE,De Angeli,0
T_M1_277,R_M1,S_FERIALE,Duomo,1
T_M1_278,R_M1,S_FERIALE,De Angeli,0
T_M1_279,R_M1,S_FERIALE,Duomo,1
T_M1_280,R_M1,S_FERIALE,De Angeli,0
T_M1_281,R_M1,S_FERIALE,Duomo,1
T_M1_282,R_M1,S_FERIALE,De Angeli,0
T_M1_283,R_M1,S_FERIALE,Duomo,1
T_M1_284,R_M1,S_FERIALE,De Angeli,0
T_M1_285,R_M1,S_FERIALE,Duomo,1
T_M1_286,R_M1,S_FERIALE,De Angeli,0
T_M1_287,R_M1,S_FERIALE,Duomo,1
T_M1_288,R_M1,S_FERIALE,De Angeli,0
T_M1_289,R_M1,S_FERIALE,Duomo,1
T_M1_290,R_M1,S_FERIALE,De Angeli,0
T_M1_291,R_M1,S_FERIALE,Duomo,1
T_M1_292,R_M1,S_FERIALE,De Angeli,0
T_M1_293,R_M1,S_FERIALE,Duomo,1
T_M1_294,R_M1,S_FERIALE,De Angeli,0
T_M1_295,R_M1,S_FERIALE,Duomo,1
T_M1_296,R_M1,S_FERIALE,De Angeli,0
T_M1_297,R_M1,S_FERIALE,Duomo,1
T_M1_298,R_M1,S_FERIALE,De Angeli,0
T_M1_299,R_M1,S_FERIALE,Duomo,1
T_M1_300,R_M1,S_FERIALE,De Angeli,0
T_M1_301,R_M1,S_FERIALE,Duomo,1
T_M1_302,R_M1,S_FERIALE,De Angeli,0
T_M1_303,R_M1,S_FERIALE,Duomo,1
T_M1_304,R_M1,S_FERIALE,De Angeli,0
T_M1_305,R_M1,S_FERIALE,Duomo,1
T_M1_306,R_M1,S_FERIALE,De Angeli,0
T_M1_307,R_M1,S_FERIALE,Duomo,1
T_M1_308,R_M1,S_FERIALE,De Angeli,0
T_M1_309,R_M1,S_FERIALE,Duomo,1
T_M1_310,R_M1,S_FERIALE,De Angeli,0
T_M1_311,R_M1,S_FERIALE,Duomo,1
T_M1_312,R_M1,S_FERIALE,De Angeli,0
T_M1_313,R_M1,S_FERIALE,Duomo,1
T_M1_314,R_M1,S_FERIALE,De Angeli,0
T_M1_315,R_M1,S_FERIALE,Duomo,1
T_M1_316,R_M1,S_FERIALE,De Angeli,0
T_M1_317,R_M1,S_FERIALE,Duomo,1
T_M1_318,R_M1,S_FERIALE,De Angeli,0
T_M1_319,R_M1,S_FERIALE,Duomo,1
T_M1_320,R_M1,S_FERIALE,De Angeli,0
T_M1_321,R_M1,S_FERIALE,Duomo,1
T_M1_322,R_M1,S_FERIALE,De Angeli,0
T_M1_323,R_M1,S_FERIALE,Duomo,1
T_M1_324,R_M1,S_FERIALE,De Angeli,0
T_M1_325,R_M1,S_FERIALE,Duomo,1
T_M1_326,R_M1,S_FERIALE,De Angeli,0
T_M1_327,R_M1,S_FERIALE,Duomo,1
T_M1_328,R_M1,S_FERIALE,De Angeli,0
T_M1_329,R_M1,S_FERIALE,Duomo,1
T_M1_330,R_M1,S_FERIALE,De Angeli,0
T_M1_331,R_M1,S_FERIALE,Duomo,1
T_M1_332,R_M1,S_FERIALE,De Angeli,0
T_M1_333,R_M1,S_FERIALE,Duomo,1
T_M1_334,R_M1,S_FERIALE,De Angeli,0
T_M1_335,R_M1,S_FERIALE,Duomo,1
T_M1_336,R_M1,S_FERIALE,De Angeli,0
T_M1_337,R_M1,S_FERIALE,Duomo,1
T_M1_338,R_M1,S_FERIALE,De Angeli,0
T_M1_339,R_M1,S_FERIALE,Duomo,1
T_M1_340,R_M1,S_FERIALE,De Angeli,0
T_M1_341,R_M1,S_FERIALE,Duomo,1
T_M1_342,R_M1,S_FERIALE,De Angeli,0
T_M1_343,R_M1,S_FERIALE,Duomo,1
T_M1_344,R_M1,S_FERIALE,De Angeli,0
T_M1_345,R_M1,S_FERIALE,Duomo,1
T_M1_346,R_M1,S_FERIALE,De Angeli,0
T_M1_347,R_M1,S_FERIALE,Duomo,1
T_M1_348,R_M1,S_FERIALE,De Angeli,0
T_M1_349,R_M1,S_FERIALE,Duomo,1
T_M1_350,R_M1,S_FERIALE,De Angeli,0
T_M1_351,R_M1,S_FERIALE,Duomo,1
T_M1_352,R_M1,S_FERIALE,De Angeli,0
T_M1_353,R_M1,S_FERIALE,Duomo,1
T_M1_354,R_M1,S_FERIALE,De Angeli,0
T_M1_355,R_M1,S_FERIALE,Duomo,1
T_M1_356,R_M1,S_FERIALE,De Angeli,0
T_M1_357,R_M1,S_FERIALE,Duomo,1
T_M1_358,R_M1,S_FERIALE,De Angeli,0
T_M1_359,R_M1,S_FERIALE,Duomo,1
T_M1_360,R_M1,S_FERIALE,De Angeli,0
T_M1_361,R_M1,S_FERIALE,Duomo,1
T_94_362,R_94,S_FERIALE,Garibaldi FS,0
T_94_363,R_94,S_FERIALE,Garibaldi FS,0
T_94_364,R_94,S_FERIALE,Garibaldi FS,0
T_94_365,R_94,S_FERIALE,Garibaldi FS,0
T_94_366,R_94,S_FERIALE,Garibaldi FS,0
T_94_367,R_94,S_FERIALE,Garibaldi FS,0
T_94_368,R_94,S_FERIALE,Garibaldi FS,0
T_94_369,R_94,S_FERIALE,Garibaldi FS,0
T_94_370,R_94,S_FERIALE,Garibaldi FS,0
T_94_371,R_94,S_FERIALE,Garibaldi FS,0
T_94_372,R_94,S_FERIALE,Garibaldi FS,0
T_94_373,R_94,S_FERIALE,Garibaldi FS,0
T_94_374,R_94,S_FERIALE,Garibaldi FS,0
T_94_375,R_94,S_FERIALE,Garibaldi FS,0
T_94_376,R_94,S_FERIALE,Garibaldi FS,0
T_94_377,R_94,S_FERIALE,Garibaldi FS,0
T_94_378,R_94,S_FERIALE,Garibaldi FS,0
T_94_379,R_94,S_FERIALE,Garibaldi FS,0
T_94_380,R_94,S_FERIALE,Garibaldi FS,0
T_94_381,R_94,S_FERIALE,Garibaldi FS,0
T_94_382,R_94,S_FERIALE,Garibaldi FS,0
T_94_383,R_94,S_FERIALE,Garibaldi FS,0
T_94_384,R_94,S_FERIALE,Garibaldi FS,0
T_94_385,R_94,S_FERIALE,Garibaldi FS,0
T_94_386,R_94,S_FERIALE,Garibaldi FS,0
T_94_387,R_94,S_FERIALE,Garibaldi FS,0
T_94_388,R_94,S_FERIALE,Garibaldi FS,0
T_94_389,R_94,S_FERIALE,Garibaldi FS,0
T_94_390,R_94,S_FERIALE,Garibaldi FS,0
T_94_391,R_94,S_FERIALE,Garibaldi FS,0
T_94_392,R_94,S_FERIALE,Garibaldi FS,0
T_94_393,R_94,S_FERIALE,Garibaldi FS,0
T_94_394,R_94,S_FERIALE,Garibaldi FS,0
T_94_395,R_94,S_FERIALE,Garibaldi FS,0
T_94_396,R_94,S_FERIALE,Garibaldi FS,0
T_94_397,R_94,S_FERIALE,Garibaldi FS,0
T_94_398,R_94,S_FERIALE,Garibaldi FS,0
T_94_399,R_94,S_FERIALE,Garibaldi FS,0
T_94_400,R_94,S_FERIALE,Garibaldi FS,0
T_94_401,R_94,S_FERIALE,Garibaldi FS,0
T_94_402,R_94,S_FERIALE,Garibaldi FS,0
T_94_403,R_94,S_FERIALE,Garibaldi FS,0
T_94_404,R_94,S_FERIALE,Garibaldi FS,0
T_94_405,R_94,S_FERIALE,Garibaldi FS,0
T_94_406,R_94,S_FERIALE,Garibaldi FS,0
T_94_407,R_94,S_FERIALE,Garibaldi FS,0
T_94_408,R_94,S_FERIALE,Garibaldi FS,0
T_94_409,R_94,S_FERIALE,Garibaldi FS,0
T_94_410,R_94,S_FERIALE,Garibaldi FS,0
T_94_411,R_94,S_FERIALE,Garibaldi FS,0
T_94_412,R_94,S_FERIALE,Garibaldi FS,0
T_94_413,R_94,S_FERIALE,Garibaldi FS,0
T_94_414,R_94,S_FERIALE,Garibaldi FS,0
T_94_415,R_94,S_FERIALE,Garibaldi FS,0
T_94_416,R_94,S_FERIALE,Garibaldi FS,0
T_94_417,R_94,S_FERIALE,Garibaldi FS,0
T_94_418,R_94,S_FERIALE,Garibaldi FS,0
T_94_419,R_94,S_FERIALE,Garibaldi FS,0
T_94_420,R_94,S_FERIALE,Garibaldi FS,0
T_94_421,R_94,S_FERIALE,Garibaldi FS,0
T_94_422,R_94,S_FERIALE,Garibaldi FS,0
T_94_423,R_94,S_FERIALE,Garibaldi FS,0
T_94_424,R_94,S_FERIALE,Garibaldi FS,0
T_94_425,R_94,S_FERIALE,Garibaldi FS,0
T_94_426,R_94,S_FERIALE,Garibaldi FS,0
